,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Meeting Date,G ID,Grp,State,Club,Venue,Seasonal Race Name (2023/24),Dist,Prizemoney $$$     ,Age,Sex,,Registered Race Name,,,
18-May-24,765,L,NSW,SCONE RC,SCNE,WOODLANDS STAKES,"1,100","200,000",2-Y-O,F,Qlty,WOODLANDS STAKES,,,
18-May-24,766,L,NSW,SCONE RC,SCNE,DENISE'S JOY STAKES,"1,100","200,000",3-Y-O,F,Qlty,DENISE'S JOY STAKES,,,
18-May-24,946,LR,NSW,SCONE RC,SCNE,INGLIS 3YO GUINEAS,"1,600","200,000",3-Y-O,O,SW,INGLIS 3YO GUINEAS,,,
18-May-24,237,L,VIC,VRC,FLEM,ANDREW RAMSDEN STAKES,"2,800","500,000",O,O,Hcp,ANDREW RAMSDEN STAKES,,,
18-May-24,485,L,VIC,VRC,FLEM,THE STRAIGHT SIX,"1,200","175,000",O,O,Hcp,THE STRAIGHT SIX,,,
18-May-24,140,G3,WA,WATC,BLMT,BELMONT SPRINT,"1,400","200,000",2YO&Up,O,WFA,BELMONT SPRINT,,,
25-May-24,392,L,NSW,ATC,RAND,LORD MAYOR'S CUP,"2,000","200,000",3YO&Up,O,Qlty,LORD MAYOR'S CUP,,,
25-May-24,39,G1,QLD,BRC,DOOM,DOOMBEN CUP,"2,000","1,000,000",3YO&Up,O,WFA,DOOMBEN CUP,,,
25-May-24,657,G2,QLD,BRC,DOOM,THE ROSES,"2,000","300,000",3-Y-O,F,SW,THE ROSES,,,
25-May-24,132,G3,QLD,BRC,DOOM,BRC SPRINT,"1,350","300,000",O,O,Qlty,BRC SPRINT,,,
25-May-24,435,G3,QLD,BRC,DOOM,GLENLOGAN PARK STAKES,"1,600","500,000",O,F&M,WFA,GLENLOGAN PARK STAKES,,,
25-May-24,339,L,QLD,BRC,DOOM,BILL CARTER STAKES,"1,200","160,000",2-Y-O,F,SW,BILL CARTER STAKES,,,
25-May-24,684,L,QLD,BRC,DOOM,CHIEF DE BEERS QUALITY,"1,110","160,000",O,O,Qlty,CHIEF DE BEERS QUALITY,,,
1-Jun-24,514,G1,QLD,BRC,E FM,KINGSFORD-SMITH CUP,"1,300","1,000,000",O,O,WFA,BTC CUP,,,
1-Jun-24,685,L,QLD,BRC,E FM,HELEN COUGHLIN STAKES,"1,200","160,000",3YO&Up,F&M,SWP,JUANMO STAKES,,,
1-Jun-24,37,G2,QLD,BRC,E FM,SPITIT OF BOOM CLASSIC,"1,400","1,000,000",2-Y-O,O,SW,BRC SIRES' PRODUCE,,,
1-Jun-24,212,G3,QLD,BRC,E FM,FRED BEST CLASSIC,"1,400","300,000",3-Y-O,O,SW,FRED BEST CLASSIC,,,
1-Jun-24,171,G3,QLD,BRC,E FM,LORD MAYOR'S CUP,"1,800","200,000",3YO&Up,O,SWP,LORD MAYOR'S CUP,,,
1-Jun-24,33,G1,QLD,BRC,E FM,QUEENSLAND DERBY,"2,400","1,000,000",3-Y-O,O,SW,QUEENSLAND DERBY,,,
1-Jun-24,408,G3,QLD,BRC,E FM,PREMIER'S CUP,"2,400","200,000",O,O,Qlty,PREMIER'S CUP,,,
1-Jun-24,938,L,VIC,MRC,CAUL,BEL ESPRIT STAKES,"1,000","175,000",O,O,Hcp,BEL ESPRIT STAKES,,,
1-Jun-24,768,L,VIC,MRC,CAUL,SANDOWN CUP,"3,200","175,000",O,O,Hcp,SANDOWN CUP,,,
1-Jun-24,312,G3,WA,WATC,BLMT,HYPERION STAKES,"1,600","200,000",2YO&Up,O,WFA,HYPERION STKS,,,
8-Jun-24,546,L,NSW,ATC,RAND,WINTER CUP,"2,400","200,000",3YO&Up,O,Qlty,STC WINTER CUP,,,
8-Jun-24,35,G1,QLD,BRC,E FM,QUEENSLAND OAKS,"2,200","700,000",3-Y-O,F,SW,QUEENSLAND OAKS,,,
8-Jun-24,110,G2,QLD,BRC,E FM,MORETON CUP,"1,200","300,000",O,O,SWP,QTC CUP,,,
8-Jun-24,483,L,QLD,BRC,E FM,LIGHTNING HANDICAP,"1,000","160,000",O,O,Qlty,LIGHTNING HANDICAP,,,
8-Jun-24,707,L,QLD,BRC,E FM,QUEENSLAND DAY STAKES,"1,200","200,000",3-Y-O,O,SW,QUEENSLAND DAY STAKES,,,
8-Jun-24,578,L,QLD,BRC,E FM,SPEAR CHIEF HANDICAP,"1,500","160,000",O,O,Hcp,SPEAR CHIEF HANDICAP,,,
8-Jun-24,419,L,QLD,BRC,E FM,THE PHOENIX,"1,500","160,000",2-Y-O,O,SW,THE PHOENIX,,,
8-Jun-24,420,L,WA,WATC,BLMT,RACONTEUR STAKES,"1,400","125,000",3-Y-O,O,SWP,RACONTEUR STKS,,,
15-Jun-24,318,L,NSW,ATC,RAND,BOB CHARLEY AO STAKES,"1,100","200,000",O,O,Qlty,JUNE STAKES,,,
15-Jun-24,177,G1,QLD,BRC,E FM,J.J. ATKINS,"1,600","1,000,000",2-Y-O,O,SW,J.J. ATKINS,,,
15-Jun-24,34,G1,QLD,BRC,E FM,STRADBROKE HANDICAP,"1,400","3,000,000",O,O,Qlty,STRADBROKE HANDICAP,,,
15-Jun-24,36,G2,QLD,BRC,E FM,BRISBANE CUP,"3,200","400,000",3YO&Up,O,QLTY,BRISBANE CUP,,,
15-Jun-24,669,G2,QLD,BRC,E FM,DANE RIPPER STAKES,"1,300","300,000",O,F&M,SWP,DANE RIPPER STAKES,,,
15-Jun-24,385,G2,QLD,BRC,E FM,Q22,"2,200","1,200,000",O,O,WFA,P J O'SHEA STAKES,,,
15-Jun-24,575,G3,QLD,BRC,E FM,GUNSYND CLASSIC,"1,600","200,000",3-Y-O,O,SW,GUNSYND CLASSIC,,,
15-Jun-24,246,L,QLD,BRC,E FM,HINKLER HANDICAP,"1,200","160,000",3YO&Up,O,Qlty,HINKLER HANDICAP,,,
15-Jun-24,602,L,QLD,BRC,E FM,OXLADE STAKES,"1,200","160,000",2-Y-O,O,SW,HAMPTON STAKES,,,
15-Jun-24,410,L,QLD,BRC,E FM,THE WAYNE WILSON,"1,600","160,000",3YO&Up,O,WFA,STRAWBERRY ROAD HANDICAP,,,
15-Jun-24,486,G3,WA,WATC,BLMT,STRICKLAND STAKES,"2,000","200,000",2YO&Up,O,WFA,STRICKLAND STKS,,,
22-Jun-24,351,L,NSW,ATC,RAND,W J MCKELL CUP,"2,000","200,000",3YO&Up,O,Qlty,W J MCKELL CUP,,,
22-Jun-24,255,L,QLD,IPSWICH TC,IPSW,EYE LINER STAKES,"1,350","200,000",O,O,Qlty,EYE LINER STAKES,,,
22-Jun-24,690,L,QLD,IPSWICH TC,IPSW,GAI WATERHOUSE CLASSIC,"1,200","160,000",O,F&M,Qlty,GAI WATERHOUSE CLASSIC,,,
22-Jun-24,313,L,QLD,IPSWICH TC,IPSW,IPSWICH CUP,"2,150","250,000",O,O,Qlty,IPSWICH CUP,,,
22-Jun-24,136,L,WA,WATC,BLMT,BELMONT GUINEAS,"1,600","125,000",3-Y-O,O,SW,BELMONT GUINEAS,,,
29-Jun-24,204,L,NSW,ATC,RHIL,CIVIC STAKES,"1,350","200,000",3YO&Up,O,Qlty,CIVIC STAKES,,,
29-Jun-24,601,G1,QLD,TATTS RC QLD,E FM,TATTERSALL'S TIARA,"1,400","700,000",O,F&M,WFA,TATTERSALL'S TIARA,,,
29-Jun-24,176,G3,QLD,TATTS RC QLD,E FM,TATTERSALL'S CUP,"2,400","200,000",O,O,SWP,TATTERSALL'S CUP,,,
29-Jun-24,299,G3,QLD,TATTS RC QLD,E FM,W J HEALY STAKES,"1,200","200,000",O,O,Qlty,W J HEALY STAKES,,,
29-Jun-24,691,L,QLD,TATTS RC QLD,E FM,TATTERSALL'S GOLD CROWN,"2,100","200,000",O,F&M,SWP,TATTERSALL'S RACING CLUB OPEN,,,
29-Jun-24,658,L,QLD,TATTS RC QLD,E FM,TATTERSALL'S STAKES,"1,400","160,000",2-Y-O,O,SW,MERCEDES-BENZ STAKES,,,
29-Jun-24,551,L,QLD,TATTS RC QLD,E FM,TATTERSALL'S MILE,"1,600","160,000",O,O,Qlty,TATTERSALL'S MILE,,,
30-Jun-24,967,L,WA,BUNBURY RC,BUNB,SOUTH WEST AUTUMN CUP,"2,200","125,000",3YO&Up,O,SWP,SOUTH WEST AUTUMN CUP,,,
6-Jul-24,708,G3,QLD,SUN COAST TC,SCTC,WINX GUINEAS,"1,600","300,000",3-Y-O,O,SW,SUNSHINE COAST GUINEAS,,,
6-Jul-24,600,L,QLD,SUN COAST TC,SCTC,CALOUNDRA CITY CUP,"2,400","300,000",O,O,Qlty,CALOUNDRA CITY CUP,,,
6-Jul-24,625,L,QLD,SUN COAST TC,SCTC,GLASSHOUSE HANDICAP,"1,400","300,000",O,O,Qlty,GLASSHOUSE HANDICAP,,,
6-Jul-24,274,L,VIC,VRC,FLEM,A.R. CRESWICK STAKES,"1,200","175,000",3-Y-O,O,SWP,A.R. CRESWICK STAKES,,,
6-Jul-24,744,L,VIC,VRC,FLEM,ALL VICTORIAN SPRINT FINAL,"1,200","175,000",3YO&Up,O,Hcp,ALL VICTORIAN SPRINT FINAL,,,
6-Jul-24,278,L,VIC,VRC,FLEM,TAJ ROSSI SERIES FINAL,"1,600","175,000",2-Y-O,O,Hcp,GIBSON CARMICHAEL STAKES,,,
6-Jul-24,429,L,VIC,VRC,FLEM,VRC WINTER CHAMPIONSHIP,"1,600","200,000",3YO&Up,O,Hcp,VRC WINTER CHAMPIONSHIP,,,
6-Jul-24,113,L,WA,WATC,BLMT,AQUANITA STAKES,"2,000","125,000",3-Y-O,C&G,SW,AQUANITA STKS,,,
6-Jul-24,138,L,WA,WATC,BLMT,BELMONT OAKS,"2,000","125,000",3-Y-O,F,SW,BELMONT OAKS,,,
13-Jul-24,548,L,NSW,ATC,RHIL,WINTER STAKES,"1,400","200,000",3YO&Up,O,Qlty,WINTER STAKES,,,
13-Jul-24,367,G3,VIC,MRC,CAUL,SIR JOHN MONASH STAKES,"1,100","200,000",O,O,WFA,SIR JOHN MONASH STAKES,,,
13-Jul-24,577,L,WA,WATC,BLMT,BEAUFINE STAKES,"1,000","125,000",2YO&Up,O,Qlty,BEAUFINE STKS,,,
17-Jul-24,422,L,NSW,CLARENCE RIV JC,GRAF,RAMORNIE HANDICAP,"1,200","200,000",O,O,Qlty,RAMORNIE HANDICAP,,,
18-Jul-24,287,L,NSW,CLARENCE RIV JC,GRAF,GRAFTON CUP,"2,350","200,000",O,O,Qlty,GRAFTON CUP,,,
20-Jul-24,386,L,SA,SAJC,MORPP,OAKLANDS PLATE,"1,400","120,000",2-Y-O,O,SWP,OAKLANDS PLATE,,,
20-Jul-24,634,L,WA,WATC,BLMT,BELMONT CLASSIC,"2,200","125,000",3-Y-O,O,SW,BELMONT CLASSIC,,,
27-Jul-24,737,L,NSW,ATC,RHIL,WINTER CHALLENGE,"1,500","200,000",3YO&Up,O,Qlty,WINTER CHALLENGE,,,
27-Jul-24,636,G3,VIC,MRC,CAUL,BLETCHINGLY STAKES,"1,200","200,000",O,O,WFA,BLETCHINGLY STAKES,,,
27-Jul-24,331,L,SA,SAJC,MORP,LIGHTNING STAKES,"1,050","120,000",2&3YO,O,SW,LIGHTNING STAKES,,,
27-Jul-24,151,L,WA,WATC,BLMT,H.G. BOLTON SPRINT,"1,200","125,000",2YO&Up,O,Qlty,H.G. BOLTON SPRINT,,,
,,,,,,,,,,,,,,,
Racing Australia advises the stakes race dates are for information purposes only as they may change.,,,,,,,,,,,,,,,
